1.154484748840332,Triggered Mine
1.4860594272613525,Triggered Mine
0.6520936489105225,Triggered Mine
1.0088896751403809,Triggered Mine
0.9868636131286621,Won
1.7279927730560303,Won
0.2729833126068115,Triggered Mine
0.05755448341369629,Unlucky Start
1.0474975109100342,Won
0.15263867378234863,Unlucky Start
1.652329444885254,Won
0.40590977668762207,Triggered Mine
0.8234517574310303,Triggered Mine
0.057408809661865234,Unlucky Start
1.6465914249420166,Won
1.7582342624664307,Won
1.2918798923492432,Triggered Mine
0.06068992614746094,Unlucky Start
1.2764756679534912,Triggered Mine
0.14149236679077148,Unlucky Start
0.7067725658416748,Won
0.2402482032775879,Triggered Mine
1.076143503189087,Won
0.05700826644897461,Unlucky Start
0.9278693199157715,Triggered Mine
1.2085881233215332,Won
1.2790091037750244,Won
0.8954551219940186,Won
1.552581548690796,Won
0.20251727104187012,Triggered Mine
1.6692142486572266,Won
0.7254812717437744,Triggered Mine
1.0197412967681885,Won
0.20934700965881348,Triggered Mine
0.09093809127807617,Unlucky Start
1.1637263298034668,Won
0.9549930095672607,Triggered Mine
0.5702114105224609,Triggered Mine
1.5640981197357178,Won
0.09411835670471191,Unlucky Start
0.05809950828552246,Unlucky Start
1.4579095840454102,Triggered Mine
0.24085712432861328,Triggered Mine
1.0785984992980957,Triggered Mine
0.6693215370178223,Won
0.5811977386474609,Triggered Mine
0.9946389198303223,Triggered Mine
0.02702808380126953,Unlucky Start
0.7126860618591309,Triggered Mine
0.02599954605102539,Unlucky Start
1.102703332901001,Won
1.267242670059204,Triggered Mine
1.3787660598754883,Won
0.21001696586608887,Triggered Mine
0.15625429153442383,Unlucky Start
0.4265568256378174,Triggered Mine
0.40700340270996094,Triggered Mine
1.5825026035308838,Triggered Mine
1.36966872215271,Won
0.20273399353027344,Triggered Mine
1.8688740730285645,Won
0.05708193778991699,Unlucky Start
0.2687385082244873,Triggered Mine
1.5178062915802002,Won
0.2351217269897461,Triggered Mine
0.08829784393310547,Unlucky Start
1.5733168125152588,Won
0.262531042098999,Triggered Mine
1.2946014404296875,Won
0.3242635726928711,Triggered Mine
0.21362566947937012,Triggered Mine
0.19720101356506348,Triggered Mine
2.0694360733032227,Triggered Mine
0.029569625854492188,Unlucky Start
0.9900426864624023,Won
2.777567148208618,Won
1.0636427402496338,Triggered Mine
0.028026103973388672,Unlucky Start
0.0602717399597168,Unlucky Start
0.25553441047668457,Triggered Mine
0.06016206741333008,Unlucky Start
0.805915117263794,Triggered Mine
0.27100563049316406,Triggered Mine
0.02699899673461914,Unlucky Start
0.18129444122314453,Unlucky Start
0.7872810363769531,Won
0.16307306289672852,Unlucky Start
0.09163928031921387,Unlucky Start
1.0369534492492676,Won
1.3357155323028564,Won
1.0539207458496094,Won
1.2411549091339111,Triggered Mine
0.2066202163696289,Triggered Mine
0.7827324867248535,Triggered Mine
0.02701711654663086,Unlucky Start
0.5222327709197998,Won
0.1637561321258545,Triggered Mine
1.2209186553955078,Won
1.059061050415039,Triggered Mine
1.0307579040527344,Triggered Mine
0.02350759506225586,Unlucky Start
0.7499516010284424,Won
1.0211122035980225,Triggered Mine
0.8020765781402588,Won
0.6475269794464111,Triggered Mine
0.061075448989868164,Unlucky Start
0.7113933563232422,Triggered Mine
1.2961342334747314,Won
0.7811217308044434,Won
0.4936685562133789,Triggered Mine
1.375229835510254,Triggered Mine
1.2767815589904785,Triggered Mine
0.08959674835205078,Unlucky Start
1.372032880783081,Won
1.7767033576965332,Won
1.016998529434204,Triggered Mine
1.0765926837921143,Triggered Mine
1.7456765174865723,Won
0.5428981781005859,Triggered Mine
0.03092646598815918,Unlucky Start
1.5009427070617676,Triggered Mine
0.19843149185180664,Unlucky Start
0.12320208549499512,Unlucky Start
0.39725685119628906,Triggered Mine
1.1108055114746094,Won
0.05814075469970703,Unlucky Start
0.1457500457763672,Triggered Mine
0.2625081539154053,Triggered Mine
0.9109680652618408,Triggered Mine
0.16518449783325195,Unlucky Start
0.6886792182922363,Triggered Mine
0.9198899269104004,Triggered Mine
0.02900099754333496,Unlucky Start
1.656341314315796,Won
0.23958587646484375,Unlucky Start
0.7353756427764893,Won
0.6352829933166504,Triggered Mine
0.1222529411315918,Unlucky Start
0.08790183067321777,Unlucky Start
1.099529504776001,Triggered Mine
0.6505122184753418,Won
1.665712833404541,Triggered Mine
1.188920021057129,Won
0.33100080490112305,Triggered Mine
1.2277605533599854,Triggered Mine
0.14516901969909668,Triggered Mine
1.1145546436309814,Triggered Mine
1.4711532592773438,Won
1.04197096824646,Won
0.058617353439331055,Unlucky Start
0.9822897911071777,Triggered Mine
1.0127308368682861,Won
0.9206840991973877,Won
0.0593113899230957,Unlucky Start
1.2019801139831543,Triggered Mine
0.3922414779663086,Triggered Mine
0.7706246376037598,Won
0.18076324462890625,Unlucky Start
0.7944564819335938,Triggered Mine
0.12056970596313477,Unlucky Start
0.059644460678100586,Unlucky Start
1.2410712242126465,Won
1.3511161804199219,Won
0.19794273376464844,Triggered Mine
1.334900140762329,Won
0.7287828922271729,Triggered Mine
1.517305612564087,Won
1.0614502429962158,Won
1.153374195098877,Won
0.304415225982666,Triggered Mine
0.959993839263916,Won
0.05951404571533203,Unlucky Start
0.02801656723022461,Unlucky Start
1.3053669929504395,Won
1.0359346866607666,Triggered Mine
1.2314140796661377,Won
1.3203954696655273,Triggered Mine
1.2056541442871094,Won
0.5152139663696289,Triggered Mine
1.1510698795318604,Triggered Mine
0.05950665473937988,Unlucky Start
0.059778690338134766,Unlucky Start
1.074491024017334,Won
1.4629919528961182,Won
